team,team_folder,number,player,wikipedia_title,photo_url,avatar,status
Sweden,瑞典队,16,Jesper Karlström,Jesper Karlström,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/Jesper_Karlstr%C3%B6m_%28Djurg%C3%A5rden%2C_2020%2C_cropped%29.jpg/1280px-Jesper_Karlstr%C3%B6m_%28Djurg%C3%A5rden%2C_2020%2C_cropped%29.jpg,头像/瑞典队/Jesper Karlström.png,exists
Sweden,瑞典队,17,Viktor Gyökeres,Viktor Gyökeres,https://upload.wikimedia.org/wikipedia/commons/c/ce/Viktor_Gy%C3%B6keres_2018.jpg,头像/瑞典队/Viktor Gyökeres.png,exists
Sweden,瑞典队,18,Yasin Ayari,Yasin Ayari,https://upload.wikimedia.org/wikipedia/commons/d/d6/Yasin_Ayari_%28Sweden_U21_vs_Moldova_U21%2C_13_October_2023%29_%28cropped%29.jpg,头像/瑞典队/Yasin Ayari.png,exists
Sweden,瑞典队,19,Mattias Svanberg,Mattias Svanberg,https://upload.wikimedia.org/wikipedia/commons/d/d7/Mattias_Svanberg.jpg,头像/瑞典队/Mattias Svanberg.png,exists
Sweden,瑞典队,20,Eric Smith,Eric Smith (Swedish footballer),https://upload.wikimedia.org/wikipedia/commons/e/e8/2025-04-23_-_FC_St_Pauli_-_Eric_Smith.jpg,头像/瑞典队/Eric Smith.png,exists
Sweden,瑞典队,21,Alexander Bernhardsson,Alexander Bernhardsson,https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/2026-03-04_Alexander_Bernhardsson.jpg/1280px-2026-03-04_Alexander_Bernhardsson.jpg,头像/瑞典队/Alexander Bernhardsson.png,exists
Sweden,瑞典队,22,Besfort Zeneli,Besfort Zeneli,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Besfort_Zeneli_Union_Saint-Gilloise_2026.jpg/960px-Besfort_Zeneli_Union_Saint-Gilloise_2026.jpg,头像/瑞典队/Besfort Zeneli.png,exists
Sweden,瑞典队,23,Kristoffer Nordfeldt,Kristoffer Nordfeldt,https://upload.wikimedia.org/wikipedia/commons/6/63/Kristoffer_Nordfeldt_%28Sweden_starting_XI_vs_Moldova%2C_12_October_2023%29.jpg,头像/瑞典队/Kristoffer Nordfeldt.png,exists
Sweden,瑞典队,24,Elliot Stroud,Elliot Stroud,,,missing_photo
Sweden,瑞典队,25,Gustaf Nilsson,"Gustaf Nilsson (footballer, born 1997)",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/Gustaf_Nilsson_USG_2023.jpg/1280px-Gustaf_Nilsson_USG_2023.jpg,头像/瑞典队/Gustaf Nilsson.png,exists
Sweden,瑞典队,26,Taha Ali,Taha Ali,,,missing_photo
Tunisia,突尼斯队,1,Mouhib Chamakh,Mouhib Chamakh,,,missing_photo
Tunisia,突尼斯队,2,Ali Abdi,Ali Abdi (footballer),https://upload.wikimedia.org/wikipedia/commons/e/e2/Abdi_asse_ogcn_2425.png,头像/突尼斯队/Ali Abdi.png,exists
Tunisia,突尼斯队,3,Montassar Talbi,Montassar Talbi,https://upload.wikimedia.org/wikipedia/commons/7/7d/Montassar_Talbi_2021.jpg,头像/突尼斯队/Montassar Talbi.png,exists
Tunisia,突尼斯队,4,Omar Rekik,Omar Rekik,,,missing_photo
Tunisia,突尼斯队,5,Adem Arous,Adem Arous,,,missing_photo
Tunisia,突尼斯队,6,Dylan Bronn,Dylan Bronn,https://upload.wikimedia.org/wikipedia/commons/d/d9/Dylan_Bronn_2.jpg,头像/突尼斯队/Dylan Bronn.png,exists
Tunisia,突尼斯队,7,Elias Achouri,Elias Achouri,https://upload.wikimedia.org/wikipedia/commons/9/9c/Elias_Achouri%2C_Vejle_Boldklub_-_FC_K%C3%B8benhavn%2C_29._July_2023_-_opvarmning_FCK%27s_1._hold_%28cropped%29.jpg,头像/突尼斯队/Elias Achouri.png,exists
Tunisia,突尼斯队,8,Elias Saad,Elias Saad,https://upload.wikimedia.org/wikipedia/commons/d/df/2025-04-23_-_FC_St_Pauli_-_Elias_Saad.jpg,头像/突尼斯队/Elias Saad.png,exists
Tunisia,突尼斯队,9,Hazem Mastouri,Hazem Mastouri,https://upload.wikimedia.org/wikipedia/commons/a/a8/Hazem_Mastouri_2026.jpg,头像/突尼斯队/Hazem Mastouri.png,exists
Tunisia,突尼斯队,10,Hannibal Mejbri,Hannibal Mejbri,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Hannibal_Mejbri_26042025_%281%29.jpg/960px-Hannibal_Mejbri_26042025_%281%29.jpg,头像/突尼斯队/Hannibal Mejbri.png,exists
Tunisia,突尼斯队,11,Ismaël Gharbi,Ismaël Gharbi,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/Isma%C3%ABl_Gharbi_at_the_PSG-VAFC_game_%28cropped%29.jpg/960px-Isma%C3%ABl_Gharbi_at_the_PSG-VAFC_game_%28cropped%29.jpg,头像/突尼斯队/Ismaël Gharbi.png,exists
Tunisia,突尼斯队,12,Mortadha Ben Ouanes,Mortadha Ben Ouanes,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Mortadha_Ben_Ouanes.jpg/960px-Mortadha_Ben_Ouanes.jpg,头像/突尼斯队/Mortadha Ben Ouanes.png,created
Tunisia,突尼斯队,13,Rani Khedira,Rani Khedira,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/Testspiel_Rasenballsport_Leipzig_gegen_FC_Liefering_%289.August_2016%29_36.jpg/960px-Testspiel_Rasenballsport_Leipzig_gegen_FC_Liefering_%289.August_2016%29_36.jpg,头像/突尼斯队/Rani Khedira.png,exists
Tunisia,突尼斯队,14,Khalil Ayari,Khalil Ayari,,,missing_photo
Tunisia,突尼斯队,15,Hadj Mahmoud,Hadj Mahmoud,,,missing_photo
Tunisia,突尼斯队,16,Aymen Dahmen,Aymen Dahmen,,,missing_photo
Tunisia,突尼斯队,17,Ellyes Skhiri ( captain ),Ellyes Skhiri,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/2021-08-08_FC_Carl_Zeiss_Jena_gegen_1._FC_K%C3%B6ln_%28DFB-Pokal%29_by_Sandro_Halank%E2%80%93182_%28cropped2%29.jpg/960px-2021-08-08_FC_Carl_Zeiss_Jena_gegen_1._FC_K%C3%B6ln_%28DFB-Pokal%29_by_Sandro_Halank%E2%80%93182_%28cropped2%29.jpg,头像/突尼斯队/Ellyes Skhiri ( captain ).png,exists
Tunisia,突尼斯队,18,Rayan Elloumi,Rayan Elloumi,,,missing_photo
Tunisia,突尼斯队,19,Firas Chaouat,Firas Chaouat,,,missing_photo
Tunisia,突尼斯队,20,Yan Valery,Yan Valery,https://upload.wikimedia.org/wikipedia/commons/0/00/Sheffield_Wednesday%27s_Starting_Eleven_18102025_%281%29_%28cropped%29.jpg,头像/突尼斯队/Yan Valery.png,exists
Tunisia,突尼斯队,21,Mohamed Amine Ben Hamida,Mohamed Amine Ben Hamida,https://upload.wikimedia.org/wikipedia/commons/7/7c/Mohamed_Amine_Ben_Hmida_%28cropped%29.jpg,头像/突尼斯队/Mohamed Amine Ben Hamida.png,exists
Tunisia,突尼斯队,22,Sabri Ben Hessen,Sabri Ben Hessen,,,missing_photo
Tunisia,突尼斯队,23,Moutaz Neffati,Moutaz Neffati,,,missing_photo
Tunisia,突尼斯队,24,Raed Chikhaoui,Raed Chikhaoui,,,missing_photo
Tunisia,突尼斯队,25,Anis Ben Slimane,Anis Ben Slimane,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/FC_Salzburg_gegen_Br%C3%B8ndby_IF_%28Championsleague_Play_off_Hinspiel_17._August_2021%29_12.jpg/960px-FC_Salzburg_gegen_Br%C3%B8ndby_IF_%28Championsleague_Play_off_Hinspiel_17._August_2021%29_12.jpg,头像/突尼斯队/Anis Ben Slimane.png,exists
Tunisia,突尼斯队,26,Sebastian Tounekti,Sebastian Tounekti,,,missing_photo
Belgium,比利时队,1,Thibaut Courtois,Thibaut Courtois,https://upload.wikimedia.org/wikipedia/commons/b/b3/Beau_Lowette_%26_Thibaut_Courtois_%28cropped%29.jpg,头像/比利时队/Thibaut Courtois.png,exists
Belgium,比利时队,2,Zeno Debast,Zeno Debast,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Zeno_Debast_USMNT_v_Belgium_Mar_28_2026-80_%28cropped%29.jpg/960px-Zeno_Debast_USMNT_v_Belgium_Mar_28_2026-80_%28cropped%29.jpg,头像/比利时队/Zeno Debast.png,exists
Belgium,比利时队,3,Arthur Theate,Arthur Theate,https://upload.wikimedia.org/wikipedia/commons/thumb/9/96/Arthur_Theate_USMNT_v_Belgium_Mar_28_2026-22_%28cropped%29.jpg/960px-Arthur_Theate_USMNT_v_Belgium_Mar_28_2026-22_%28cropped%29.jpg,头像/比利时队/Arthur Theate.png,exists
Belgium,比利时队,4,Brandon Mechele,Brandon Mechele,https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Brandon_Mechele_USMNT_v_Belgium_Mar_28_2026-78_%28cropped%29.jpg/960px-Brandon_Mechele_USMNT_v_Belgium_Mar_28_2026-78_%28cropped%29.jpg,头像/比利时队/Brandon Mechele.png,exists
Belgium,比利时队,5,Maxim De Cuyper,Maxim De Cuyper,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/Maxim_De_Cuyper_USMNT_v_Belgium_Mar_28_2026-79_%28cropped%29.jpg/960px-Maxim_De_Cuyper_USMNT_v_Belgium_Mar_28_2026-79_%28cropped%29.jpg,头像/比利时队/Maxim De Cuyper.png,exists
Belgium,比利时队,6,Axel Witsel,Axel Witsel,https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Axel_Witsel_USMNT_v_Belgium_Mar_28_2026-34_%28cropped%29.jpg/960px-Axel_Witsel_USMNT_v_Belgium_Mar_28_2026-34_%28cropped%29.jpg,头像/比利时队/Axel Witsel.png,exists
Belgium,比利时队,7,Kevin De Bruyne,Kevin De Bruyne,https://upload.wikimedia.org/wikipedia/commons/thumb/4/40/Kevin_De_Bruyne_USMNT_v_Belgium_Mar_28_2026-64_%28cropped%29.jpg/960px-Kevin_De_Bruyne_USMNT_v_Belgium_Mar_28_2026-64_%28cropped%29.jpg,头像/比利时队/Kevin De Bruyne.png,exists
Belgium,比利时队,8,Youri Tielemans ( captain ),Youri Tielemans,https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Youri_Tielemans_USMNT_v_Belgium_Mar_28_2026-20_%28cropped%29.jpg/960px-Youri_Tielemans_USMNT_v_Belgium_Mar_28_2026-20_%28cropped%29.jpg,头像/比利时队/Youri Tielemans ( captain ).png,exists
Belgium,比利时队,9,Romelu Lukaku,Romelu Lukaku,https://upload.wikimedia.org/wikipedia/commons/d/dc/Romelu_Lukaku_2021.jpg,头像/比利时队/Romelu Lukaku.png,exists
Belgium,比利时队,10,Leandro Trossard,Leandro Trossard,https://upload.wikimedia.org/wikipedia/commons/7/7b/RC_Lens_-_Arsenal_FC_%2803-10-2023%29_26_%28cropped%29.jpg,头像/比利时队/Leandro Trossard.png,exists
Belgium,比利时队,11,Jérémy Doku,Jérémy Doku,https://upload.wikimedia.org/wikipedia/commons/thumb/0/06/J%C3%A9r%C3%A9my_Doku_USMNT_v_Belgium_Mar_28_2026-27_%28cropped%29.jpg/960px-J%C3%A9r%C3%A9my_Doku_USMNT_v_Belgium_Mar_28_2026-27_%28cropped%29.jpg,头像/比利时队/Jérémy Doku.png,exists
Belgium,比利时队,12,Senne Lammens,Senne Lammens,https://upload.wikimedia.org/wikipedia/commons/thumb/d/df/Senne_Lammens_USMNT_v_Belgium_Mar_28_2026-98_%28cropped%29.jpg/960px-Senne_Lammens_USMNT_v_Belgium_Mar_28_2026-98_%28cropped%29.jpg,头像/比利时队/Senne Lammens.png,exists
Belgium,比利时队,13,Mike Penders,Mike Penders,,,missing_photo
Belgium,比利时队,14,Dodi Lukébakio,Dodi Lukébakio,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Dodi_Luk%C3%A9bakio_USMNT_v_Belgium_Mar_28_2026-212_%28cropped%29.jpg/1280px-Dodi_Luk%C3%A9bakio_USMNT_v_Belgium_Mar_28_2026-212_%28cropped%29.jpg,头像/比利时队/Dodi Lukébakio.png,exists
Belgium,比利时队,15,Thomas Meunier,Thomas Meunier,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Thomas_Meunier_USMNT_v_Belgium_Mar_28_2026-16_%28cropped%29.jpg/960px-Thomas_Meunier_USMNT_v_Belgium_Mar_28_2026-16_%28cropped%29.jpg,头像/比利时队/Thomas Meunier.png,exists
Belgium,比利时队,16,Koni De Winter,Koni De Winter,https://upload.wikimedia.org/wikipedia/commons/thumb/3/36/Koni_De_Winter_USMNT_v_Belgium_Mar_28_2026-36_%28cropped%29.jpg/960px-Koni_De_Winter_USMNT_v_Belgium_Mar_28_2026-36_%28cropped%29.jpg,头像/比利时队/Koni De Winter.png,exists
Belgium,比利时队,17,Charles De Ketelaere,Charles De Ketelaere,https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/Charles_De_Ketelaere_USMNT_v_Belgium_Mar_28_2026-76_%28cropped%29.jpg/960px-Charles_De_Ketelaere_USMNT_v_Belgium_Mar_28_2026-76_%28cropped%29.jpg,头像/比利时队/Charles De Ketelaere.png,exists
Belgium,比利时队,18,Joaquin Seys,Joaquin Seys,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Joaquin_Seys_USMNT_v_Belgium_Mar_28_2026-206.jpg/960px-Joaquin_Seys_USMNT_v_Belgium_Mar_28_2026-206.jpg,头像/比利时队/Joaquin Seys.png,exists
Belgium,比利时队,19,Diego Moreira,Diego Moreira,https://upload.wikimedia.org/wikipedia/commons/b/b2/Moreira2_asse_rcsa_2425.jpg,头像/比利时队/Diego Moreira.png,exists
Belgium,比利时队,20,Hans Vanaken,Hans Vanaken,https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Hans_Vanaken_Lommel_United.jpg/960px-Hans_Vanaken_Lommel_United.jpg,头像/比利时队/Hans Vanaken.png,exists
Belgium,比利时队,21,Timothy Castagne,Timothy Castagne,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Timothy_Castagne_USMNT_v_Belgium_Mar_28_2026-17_%28cropped%29.jpg/960px-Timothy_Castagne_USMNT_v_Belgium_Mar_28_2026-17_%28cropped%29.jpg,头像/比利时队/Timothy Castagne.png,exists
Belgium,比利时队,22,Alexis Saelemaekers,Alexis Saelemaekers,https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/Alexis_Saelemaekers_USMNT_v_Belgium_Mar_28_2026-13_%28cropped%29.jpg/960px-Alexis_Saelemaekers_USMNT_v_Belgium_Mar_28_2026-13_%28cropped%29.jpg,头像/比利时队/Alexis Saelemaekers.png,exists
Belgium,比利时队,23,Nicolas Raskin,Nicolas Raskin,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Nicolas_Raskin_USMNT_v_Belgium_Mar_28_2026-14_%28cropped%29.jpg/960px-Nicolas_Raskin_USMNT_v_Belgium_Mar_28_2026-14_%28cropped%29.jpg,头像/比利时队/Nicolas Raskin.png,exists
Belgium,比利时队,24,Amadou Onana,Amadou Onana,https://upload.wikimedia.org/wikipedia/commons/thumb/3/36/Amadou_Onana_USMNT_v_Belgium_Mar_28_2026-96_%28cropped%29.jpg/960px-Amadou_Onana_USMNT_v_Belgium_Mar_28_2026-96_%28cropped%29.jpg,头像/比利时队/Amadou Onana.png,exists
Belgium,比利时队,25,Nathan Ngoy,Nathan Ngoy,,,missing_photo
Belgium,比利时队,26,Matias Fernandez-Pardo,Matias Fernandez-Pardo,https://upload.wikimedia.org/wikipedia/commons/4/40/Pardo_asselosc_2425_%28cropped%29.jpg,头像/比利时队/Matias Fernandez-Pardo.png,exists
Egypt,埃及队,1,Mohamed El Shenawy,Mohamed El Shenawy,https://upload.wikimedia.org/wikipedia/commons/4/46/Mohamed_El_Shenawy.jpg,头像/埃及队/Mohamed El Shenawy.png,exists
Egypt,埃及队,2,Yasser Ibrahim,Yasser Ibrahim,https://upload.wikimedia.org/wikipedia/commons/2/23/Yasser_Ibrahim_in_FIFA_Club_World_Cup.jpg,头像/埃及队/Yasser Ibrahim.png,exists
Egypt,埃及队,3,Mohamed Hany,Mohamed Hany,https://upload.wikimedia.org/wikipedia/commons/8/8b/Mohamed_Hany_in_2021_FIFA_Club_World_Cup.jpg,头像/埃及队/Mohamed Hany.png,exists
Egypt,埃及队,4,Hossam Abdelmaguid,Hossam Abdelmaguid,https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/Hossam_Abdel_Maguid.jpg/960px-Hossam_Abdel_Maguid.jpg,头像/埃及队/Hossam Abdelmaguid.png,exists
Egypt,埃及队,5,Ramy Rabia,Ramy Rabia,https://upload.wikimedia.org/wikipedia/commons/b/b7/Ramy_Rabia_in_2021_FIFA_Club_World_Cup.jpg,头像/埃及队/Ramy Rabia.png,exists
Egypt,埃及队,6,Mohamed Abdelmonem,Mohamed Abdelmonem,https://upload.wikimedia.org/wikipedia/commons/1/13/Abdelmonem_asse_ogcn_2425.png,头像/埃及队/Mohamed Abdelmonem.png,exists
Egypt,埃及队,7,Trézéguet,Trézéguet (Egyptian footballer),https://upload.wikimedia.org/wikipedia/commons/b/b7/Mahmoud_Tr%C3%A9z%C3%A9guet_in_world_cup_2018.jpg,头像/埃及队/Trézéguet.png,exists
Egypt,埃及队,8,Emam Ashour,Emam Ashour,https://upload.wikimedia.org/wikipedia/commons/9/96/Emam22.jpg,头像/埃及队/Emam Ashour.png,exists
Egypt,埃及队,9,Hamza Abdelkarim,Hamza Abdelkarim,,,missing_photo
Egypt,埃及队,10,Mohamed Salah ( captain ),Mohamed Salah,https://upload.wikimedia.org/wikipedia/commons/4/4a/Mohamed_Salah_2018.jpg,头像/埃及队/Mohamed Salah ( captain ).png,exists
Egypt,埃及队,11,Mostafa Ziko,Mostafa Ziko,,,missing_photo
Egypt,埃及队,12,Haissem Hassan,Haissem Hassan,,,missing_photo
Egypt,埃及队,13,Ahmed Fatouh,Ahmed Fatouh,,,missing_photo
Egypt,埃及队,14,Hamdy Fathy,Hamdy Fathy,https://upload.wikimedia.org/wikipedia/commons/4/4d/Hamdy_Fathy_2.jpg,头像/埃及队/Hamdy Fathy.png,exists
Egypt,埃及队,15,Karim Hafez,Karim Hafez,https://upload.wikimedia.org/wikipedia/commons/3/3a/Karim_Hafez_%28RC_Lens%29.jpg,头像/埃及队/Karim Hafez.png,exists
Egypt,埃及队,16,El Mahdy Soliman,El Mahdy Soliman,,,missing_photo
Egypt,埃及队,17,Mohanad Lasheen,Mohanad Lasheen,,,missing_photo
Egypt,埃及队,18,Nabil Emad,Nabil Emad,,,missing_photo
Egypt,埃及队,19,Marwan Attia,Marwan Attia,https://upload.wikimedia.org/wikipedia/commons/a/ac/Marwan_Attia.jpg,头像/埃及队/Marwan Attia.png,exists
Egypt,埃及队,20,Ibrahim Adel,Ibrahim Adel,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/Ibrahim_Adel_2025.jpg/960px-Ibrahim_Adel_2025.jpg,头像/埃及队/Ibrahim Adel.png,exists
Egypt,埃及队,21,Mahmoud Saber,Mahmoud Saber,,,missing_photo
Egypt,埃及队,22,Omar Marmoush,Omar Marmoush,https://upload.wikimedia.org/wikipedia/commons/0/09/OmarMarmoush.png,头像/埃及队/Omar Marmoush.png,exists
Egypt,埃及队,23,Mostafa Shobeir,Mostafa Shobeir,,,missing_photo
Egypt,埃及队,24,Tarek Alaa,"Tarek Alaa (footballer, born 2002)",,,missing_photo
Egypt,埃及队,25,Zizo,Zizo (footballer),https://upload.wikimedia.org/wikipedia/commons/d/dc/A.Zizo.jpg,头像/埃及队/Zizo.png,exists
Egypt,埃及队,26,Mohamed Alaa,Mohamed Alaa,,,missing_photo
Iran,伊朗队,1,Alireza Beiranvand,Alireza Beiranvand,https://upload.wikimedia.org/wikipedia/commons/a/aa/Alireza_Beiranvand_14021113000490638424849868670974_66487.jpg,头像/伊朗队/Alireza Beiranvand.png,exists
Iran,伊朗队,2,Saleh Hardani,Saleh Hardani,https://upload.wikimedia.org/wikipedia/commons/2/20/Esteghlal_Celebrate_IPL_Title_Win_at_Azadi_Stadium_-_020.jpg,头像/伊朗队/Saleh Hardani.png,exists
Iran,伊朗队,3,Ehsan Hajsafi ( captain ),Ehsan Hajsafi,https://upload.wikimedia.org/wikipedia/commons/1/1f/%D9%86%D8%B4%D8%B3%D8%AA_%D8%AE%D8%A8%D8%B1%DB%8C_%D9%BE%DB%8C%D8%B4_%D8%A7%D8%B2_%D8%A8%D8%A7%D8%B2%DB%8C_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86_%D9%88_%D8%A7%D9%86%DA%AF%D9%84%DB%8C%D8%B3_%2826%29_%28cropped%29.jpg,头像/伊朗队/Ehsan Hajsafi ( captain ).png,exists
Iran,伊朗队,4,Shojae Khalilzadeh,Shojae Khalilzadeh,https://upload.wikimedia.org/wikipedia/commons/e/e8/Shoja_Khalilzadeh_at_Fars_News_Agency.jpg,头像/伊朗队/Shojae Khalilzadeh.png,exists
Iran,伊朗队,5,Milad Mohammadi,Milad Mohammadi,https://upload.wikimedia.org/wikipedia/commons/9/92/Milad_Mohammadi_2017.jpg,头像/伊朗队/Milad Mohammadi.png,exists
Iran,伊朗队,6,Saeid Ezatolahi,Saeid Ezatolahi,https://upload.wikimedia.org/wikipedia/commons/2/21/Saeid_Ezatolahi_at_Iran_training_2018.jpg,头像/伊朗队/Saeid Ezatolahi.png,exists
Iran,伊朗队,7,Alireza Jahanbakhsh,Alireza Jahanbakhsh,https://upload.wikimedia.org/wikipedia/commons/3/3e/2022_FIFA_World_Cup_England_6%E2%80%932_Iran_-_%2826%29_%28cropped%29.jpg,头像/伊朗队/Alireza Jahanbakhsh.png,exists
Iran,伊朗队,8,Mohammad Mohebi,Mohammad Mohebi,https://upload.wikimedia.org/wikipedia/commons/f/f9/Mohammad_Mohebi%2C_Esteghlal_FC_vs_Gol_Gohar_Sirjan_FC%2C_6_March_2023.jpg,头像/伊朗队/Mohammad Mohebi.png,exists
Iran,伊朗队,9,Mehdi Taremi,Mehdi Taremi,https://upload.wikimedia.org/wikipedia/commons/7/74/Iran_-_Japan%2C_AFC_Asian_Cup_2019_42_%28cropped%29.jpg,头像/伊朗队/Mehdi Taremi.png,exists
Iran,伊朗队,10,Mehdi Ghayedi,Mehdi Ghayedi,https://upload.wikimedia.org/wikipedia/commons/3/3d/Esteghlal_FC_vs_Tractor_FC%2C_18_May_2023_-_04.jpg,头像/伊朗队/Mehdi Ghayedi.png,exists
Iran,伊朗队,11,Ali Alipour,Ali Alipour,https://upload.wikimedia.org/wikipedia/commons/d/db/Persepolis_F.C._v_Shahr_Khodro_F.C.%2C_27_February_2020_%2813%29_%28cropped%29.jpg,头像/伊朗队/Ali Alipour.png,exists
Iran,伊朗队,12,Payam Niazmand,Payam Niazmand,https://upload.wikimedia.org/wikipedia/commons/4/4d/Payam_Niazmand%2C_Esteghlal_vs._Sepahan.jpg,头像/伊朗队/Payam Niazmand.png,exists
Iran,伊朗队,13,Hossein Kanaanizadegan,Hossein Kanaanizadegan,https://upload.wikimedia.org/wikipedia/commons/d/d4/Hossein_Kanaani_14000213000920637556755600710662.jpg,头像/伊朗队/Hossein Kanaanizadegan.png,exists
Iran,伊朗队,14,Saman Ghoddos,Saman Ghoddos,https://upload.wikimedia.org/wikipedia/commons/d/d0/Saman_Ghoddos_-_2018_FIFA_World_Cup.jpg,头像/伊朗队/Saman Ghoddos.png,exists
Iran,伊朗队,15,Rouzbeh Cheshmi,Rouzbeh Cheshmi,https://upload.wikimedia.org/wikipedia/commons/7/7f/Esteghlal_Celebrate_IPL_Title_Win_at_Azadi_Stadium_-_106.jpg,头像/伊朗队/Rouzbeh Cheshmi.png,exists
Iran,伊朗队,16,Mehdi Torabi,Mehdi Torabi,https://upload.wikimedia.org/wikipedia/commons/9/93/Mehdi_Torabi_2021.jpg,头像/伊朗队/Mehdi Torabi.png,exists
Iran,伊朗队,17,Aria Yousefi,Aria Yousefi,https://upload.wikimedia.org/wikipedia/commons/1/1f/YousefiCropped.jpg,头像/伊朗队/Aria Yousefi.png,exists
Iran,伊朗队,18,Amirhossein Hosseinzadeh,Amirhossein Hosseinzadeh,https://upload.wikimedia.org/wikipedia/commons/2/28/Esteghlal_FC_in_training%2C_29_September_2021_-_09.jpg,头像/伊朗队/Amirhossein Hosseinzadeh.png,exists
Iran,伊朗队,19,Ali Nemati,Ali Nemati,https://upload.wikimedia.org/wikipedia/commons/d/db/Mes_Rafsanjan_F.C._vs_Persepolis_F.C.%2C_19_November_2021_2.jpg,头像/伊朗队/Ali Nemati.png,exists
Iran,伊朗队,20,Shahriyar Moghanlou,Shahriyar Moghanlou,https://upload.wikimedia.org/wikipedia/commons/6/66/Shahriyar_Moghanlou_14000129000016637543017694769152.jpg,头像/伊朗队/Shahriyar Moghanlou.png,exists
Iran,伊朗队,21,Mohammad Ghorbani,Mohammad Ghorbani (footballer),https://upload.wikimedia.org/wikipedia/commons/b/ba/Mohammad_Ghorbani_%28footballer%29_2024.jpg,头像/伊朗队/Mohammad Ghorbani.png,exists
Iran,伊朗队,22,Hossein Hosseini,"Hossein Hosseini (footballer, born 1992)",https://upload.wikimedia.org/wikipedia/commons/7/72/Esteghlal_FC_vs_Sepahan_FC%2C_14_December_2021_-_26.jpg,头像/伊朗队/Hossein Hosseini.png,exists
Iran,伊朗队,23,Ramin Rezaeian,Ramin Rezaeian,https://upload.wikimedia.org/wikipedia/commons/f/fa/Esteghlal_0_-_0_Al_Nassr%2C_round_of_16_of_the_AFC_Elite_League%2C_Azadi_Stadium%2C_3_March_2025_15.jpg,头像/伊朗队/Ramin Rezaeian.png,exists
Iran,伊朗队,24,Dennis Eckert,Dennis Eckert,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/XXIII_Memorial_Quinocho_%28RC_Celta_vs_Mainz_05%29_-_55_%28cropped%29.jpg/960px-XXIII_Memorial_Quinocho_%28RC_Celta_vs_Mainz_05%29_-_55_%28cropped%29.jpg,头像/伊朗队/Dennis Eckert.png,exists
Iran,伊朗队,25,Danial Eiri,Danial Eiri,,,missing_photo
Iran,伊朗队,26,Amirmohammad Razzaghinia,Amirmohammad Razzaghinia,,,missing_photo
New Zealand,新西兰队,1,Max Crocombe,Max Crocombe,https://upload.wikimedia.org/wikipedia/commons/4/43/Max_Crocombe_290425.jpg,头像/新西兰队/Max Crocombe.png,exists
New Zealand,新西兰队,2,Tim Payne,Tim Payne (footballer),https://upload.wikimedia.org/wikipedia/commons/6/67/Tim_Payne_%282025%2C_photo_2%29_%28cropped%29.jpg,头像/新西兰队/Tim Payne.png,exists
New Zealand,新西兰队,3,Francis de Vries,Francis de Vries,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/Francis_de_Vries.jpg/500px-Francis_de_Vries.jpg,头像/新西兰队/Francis de Vries.png,exists
New Zealand,新西兰队,4,Tyler Bindon,Tyler Bindon,,,missing_photo
New Zealand,新西兰队,5,Michael Boxall,Michael Boxall,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/Michael_Boxall_-_MNUFC_-_MLS_-_new_zealand_-_%2852125271279%29.jpg/1280px-Michael_Boxall_-_MNUFC_-_MLS_-_new_zealand_-_%2852125271279%29.jpg,头像/新西兰队/Michael Boxall.png,exists
New Zealand,新西兰队,6,Joe Bell,Joe Bell (footballer),https://upload.wikimedia.org/wikipedia/commons/f/fa/Joe_Bell_2023.jpg,头像/新西兰队/Joe Bell.png,exists
New Zealand,新西兰队,7,Matthew Garbett,Matthew Garbett,,,missing_photo
